opponent,episode,p0,p1,p2,p3
random2,12500,0.32925,0.2965,0.22,0.15425
v_table,12500,0.17625,0.219,0.226,0.37875
single_only,13000,0.66525,0.10275,0.15475,0.07725
max_combo,13000,0.3025,0.239,0.23575,0.22275
random2,13000,0.3275,0.29975,0.23425,0.1385
v_table,13000,0.18125,0.2205,0.2345,0.36375
single_only,13500,0.6725,0.10925,0.152,0.06625
max_combo,13500,0.332,0.22475,0.22225,0.221
random2,13500,0.362,0.294,0.21575,0.12825
v_table,13500,0.1995,0.2335,0.2265,0.3405
single_only,14000,0.67875,0.11125,0.145,0.065
max_combo,14000,0.33275,0.22475,0.2265,0.216
random2,14000,0.36625,0.298,0.2025,0.13325
v_table,14000,0.20275,0.218,0.2155,0.36375
single_only,14500,0.675,0.111,0.14325,0.07075
max_combo,14500,0.3165,0.23925,0.23275,0.2115
random2,14500,0.352,0.30825,0.21725,0.1225
v_table,14500,0.16875,0.219,0.2315,0.38075
single_only,15000,0.666,0.1135,0.1525,0.068
max_combo,15000,0.31725,0.23125,0.232,0.2195
random2,15000,0.34675,0.2875,0.22625,0.1395
v_table,15000,0.1685,0.22275,0.23275,0.376
single_only,15500,0.674,0.1095,0.14725,0.06925
max_combo,15500,0.3285,0.2435,0.21425,0.21375
random2,15500,0.35325,0.2925,0.2235,0.13075
v_table,15500,0.171,0.2415,0.24425,0.34325
single_only,16000,0.67125,0.11275,0.1455,0.0705
max_combo,16000,0.321,0.2395,0.22775,0.21175
random2,16000,0.361,0.29,0.20825,0.14075
v_table,16000,0.1955,0.213,0.2335,0.358
single_only,16500,0.67025,0.112,0.14925,0.0685
max_combo,16500,0.3175,0.2495,0.226,0.207
random2,16500,0.3645,0.28375,0.225,0.12675
v_table,16500,0.19625,0.22125,0.21825,0.36425
single_only,17000,0.67175,0.1185,0.14375,0.066
max_combo,17000,0.3345,0.24225,0.22175,0.2015
random2,17000,0.36575,0.2945,0.21375,0.126
v_table,17000,0.194,0.2305,0.2325,0.343
single_only,17500,0.66275,0.121,0.14275,0.0735
max_combo,17500,0.32825,0.2485,0.221,0.20225
random2,17500,0.36575,0.29675,0.206,0.1315
v_table,17500,0.1935,0.23025,0.22525,0.351
single_only,18000,0.68425,0.1125,0.13775,0.0655
max_combo,18000,0.34025,0.22775,0.226,0.206
random2,18000,0.36525,0.2935,0.215,0.12625
v_table,18000,0.2045,0.22025,0.24075,0.3345
single_only,18500,0.6685,0.1165,0.15075,0.06425
max_combo,18500,0.31675,0.253,0.22125,0.209
random2,18500,0.3365,0.29925,0.22625,0.138
v_table,18500,0.1955,0.217,0.232,0.3555
single_only,19000,0.655,0.11725,0.158,0.06975
max_combo,19000,0.33925,0.23725,0.21825,0.20525
random2,19000,0.3585,0.30375,0.22025,0.1175
v_table,19000,0.17725,0.24275,0.23425,0.34575
single_only,19500,0.6725,0.1175,0.14425,0.06575
max_combo,19500,0.3395,0.2405,0.20925,0.21075
random2,19500,0.3585,0.31325,0.20925,0.119
v_table,19500,0.2005,0.23475,0.2235,0.34125
single_only,20000,0.673,0.11375,0.14475,0.0685
max_combo,20000,0.35125,0.239,0.2155,0.19425
random2,20000,0.354,0.30025,0.22025,0.1255
v_table,20000,0.1855,0.24275,0.2305,0.34125
