episode,ep_length,ep_env_return_p0,ep_shaping_return_p0,ep_final_bonus_p0,ep_env_return_avg,ep_shaping_return_avg,ep_final_bonus_avg,epsilon
395,83.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
396,74.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
397,99.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
398,100.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
399,70.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
400,109.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
401,89.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
402,88.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
403,92.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
404,85.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
405,87.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
406,77.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
407,89.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
408,81.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
409,85.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
410,81.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
411,96.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
412,84.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
413,87.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
414,77.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
415,73.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
416,82.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
417,84.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
418,77.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
419,87.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
420,83.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
421,95.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
422,88.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
423,86.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
424,86.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
425,80.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
426,79.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
427,88.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
428,86.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
429,81.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
430,78.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
431,79.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
432,89.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
433,85.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
434,72.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
435,78.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
436,89.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
437,74.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
438,80.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
439,89.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
440,100.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
441,75.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
442,86.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
443,94.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
444,79.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
445,84.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
446,93.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
447,73.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
448,95.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
449,92.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
450,95.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
451,82.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
452,86.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
453,80.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
454,87.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
455,83.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
456,78.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
457,82.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
458,81.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
459,70.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
460,76.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
461,79.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
462,87.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
463,90.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
464,88.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
465,87.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
466,80.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
467,88.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
468,75.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
469,84.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
470,81.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
471,74.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
472,90.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
473,75.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
474,87.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
475,97.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
476,87.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
477,88.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
478,81.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
479,77.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
480,73.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
481,76.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
482,78.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
483,66.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
484,80.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
485,98.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
486,72.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
487,79.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
488,85.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
489,88.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
490,80.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
491,83.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
492,76.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
493,88.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
494,76.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
495,92.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
496,81.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
497,63.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
498,89.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
499,100.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
500,77.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
501,78.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
502,80.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
503,87.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
504,85.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
505,89.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
506,90.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
507,76.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
508,75.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
