opponent,episode,p0,p1,p2,p3
max_combo,140000,0.529,0.276,0.1215,0.0735
random2,140000,0.785,0.149,0.044,0.022
single_only,150000,0.783,0.139,0.074,0.004
max_combo,150000,0.5515,0.267,0.1275,0.054
random2,150000,0.746,0.191,0.0535,0.0095
single_only,160000,0.7595,0.153,0.075,0.0125
max_combo,160000,0.5285,0.279,0.14,0.0525
random2,160000,0.7685,0.174,0.047,0.0105
single_only,170000,0.79,0.1365,0.0595,0.014
max_combo,170000,0.5015,0.278,0.1375,0.083
random2,170000,0.784,0.1675,0.0385,0.01
single_only,180000,0.7885,0.147,0.0585,0.006
max_combo,180000,0.5335,0.287,0.1225,0.057
random2,180000,0.7945,0.151,0.042,0.0125
single_only,190000,0.777,0.159,0.054,0.01
max_combo,190000,0.5425,0.288,0.114,0.0555
random2,190000,0.785,0.1665,0.04,0.0085
single_only,200000,0.76,0.1505,0.074,0.0155
max_combo,200000,0.5405,0.2735,0.1295,0.0565
random2,200000,0.784,0.162,0.045,0.009
single_only,210000,0.7745,0.152,0.06,0.0135
max_combo,210000,0.5395,0.2975,0.109,0.054
random2,210000,0.789,0.1615,0.042,0.0075
single_only,220000,0.7895,0.1405,0.0555,0.0145
max_combo,220000,0.5355,0.279,0.1215,0.064
random2,220000,0.777,0.1615,0.05,0.0115
single_only,230000,0.8175,0.132,0.042,0.0085
max_combo,230000,0.5455,0.298,0.1085,0.048
random2,230000,0.8025,0.1565,0.031,0.01
single_only,240000,0.808,0.1325,0.051,0.0085
max_combo,240000,0.5425,0.268,0.1205,0.069
random2,240000,0.7755,0.1565,0.054,0.014
single_only,250000,0.8455,0.1155,0.0325,0.0065
max_combo,250000,0.5895,0.2715,0.0995,0.0395
random2,250000,0.8055,0.1495,0.036,0.009
single_only,260000,0.8255,0.125,0.044,0.0055
max_combo,260000,0.5595,0.252,0.124,0.0645
random2,260000,0.7675,0.17,0.0535,0.009
single_only,270000,0.8175,0.1265,0.0455,0.0105
max_combo,270000,0.5425,0.271,0.1265,0.06
random2,270000,0.77,0.161,0.052,0.017
single_only,280000,0.8185,0.1325,0.042,0.007
max_combo,280000,0.56,0.268,0.115,0.057
random2,280000,0.7835,0.149,0.052,0.0155
single_only,290000,0.82,0.128,0.042,0.01
max_combo,290000,0.562,0.2645,0.118,0.0555
random2,290000,0.783,0.154,0.0505,0.0125
single_only,300000,0.835,0.114,0.043,0.008
max_combo,300000,0.57,0.2665,0.109,0.0545
random2,300000,0.7965,0.1475,0.0465,0.0095
single_only,310000,0.8305,0.1085,0.0515,0.0095
max_combo,310000,0.5635,0.2615,0.1175,0.0575
random2,310000,0.7805,0.1575,0.0495,0.0125
single_only,320000,0.8225,0.12,0.048,0.0095
max_combo,320000,0.531,0.274,0.13,0.065
random2,320000,0.789,0.1545,0.0475,0.009
single_only,330000,0.8135,0.1335,0.0415,0.0115
max_combo,330000,0.573,0.2385,0.1185,0.07
random2,330000,0.7415,0.163,0.0705,0.025
single_only,340000,0.8415,0.1165,0.038,0.004
max_combo,340000,0.5655,0.26,0.118,0.0565
random2,340000,0.796,0.138,0.047,0.019
single_only,350000,0.8205,0.127,0.043,0.0095
max_combo,350000,0.554,0.2625,0.116,0.0675
random2,350000,0.7725,0.152,0.055,0.0205
single_only,360000,0.8325,0.1195,0.042,0.006
max_combo,360000,0.563,0.2875,0.1055,0.044
random2,360000,0.782,0.152,0.045,0.021
single_only,370000,0.845,0.1135,0.036,0.0055
max_combo,370000,0.5915,0.2525,0.112,0.044
random2,370000,0.7955,0.147,0.042,0.0155
single_only,380000,0.8415,0.1125,0.039,0.007
max_combo,380000,0.554,0.276,0.115,0.055
random2,380000,0.816,0.137,0.0325,0.0145
single_only,390000,0.829,0.128,0.0375,0.0055
max_combo,390000,0.56,0.2595,0.111,0.0695
random2,390000,0.811,0.134,0.039,0.016
single_only,400000,0.8455,0.112,0.0355,0.007
max_combo,400000,0.5425,0.2835,0.1095,0.0645
random2,400000,0.81,0.128,0.0445,0.0175
single_only,410000,0.8065,0.1225,0.0565,0.0145
max_combo,410000,0.5445,0.276,0.1165,0.063
random2,410000,0.7825,0.152,0.053,0.0125
single_only,420000,0.826,0.1235,0.0455,0.005
max_combo,420000,0.533,0.2685,0.134,0.0645
random2,420000,0.7625,0.1645,0.0625,0.0105
single_only,430000,0.819,0.123,0.0495,0.0085
max_combo,430000,0.575,0.258,0.1105,0.0565
random2,430000,0.7995,0.146,0.0395,0.015
single_only,440000,0.817,0.129,0.0405,0.0135
max_combo,440000,0.552,0.2605,0.114,0.0735
random2,440000,0.787,0.1465,0.048,0.0185
single_only,450000,0.8285,0.1195,0.0455,0.0065
max_combo,450000,0.5805,0.269,0.104,0.0465
random2,450000,0.821,0.1365,0.032,0.0105
single_only,460000,0.8235,0.126,0.044,0.0065
max_combo,460000,0.565,0.2575,0.1175,0.06
random2,460000,0.7965,0.144,0.049,0.0105
single_only,470000,0.8685,0.099,0.026,0.0065
max_combo,470000,0.5525,0.255,0.1255,0.067
random2,470000,0.7995,0.139,0.049,0.0125
single_only,480000,0.8385,0.1115,0.039,0.011
max_combo,480000,0.545,0.281,0.112,0.062
random2,480000,0.7785,0.1495,0.0545,0.0175
single_only,490000,0.8285,0.1205,0.0385,0.0125
max_combo,490000,0.58,0.2515,0.106,0.0625
random2,490000,0.824,0.131,0.035,0.01
single_only,500000,0.837,0.119,0.039,0.005
max_combo,500000,0.574,0.278,0.112,0.036
random2,500000,0.8395,0.1245,0.026,0.01
