opponent,episode,p0,p1,p2,p3
single_only,10000,0.7445,0.162,0.072,0.0215
max_combo,10000,0.4145,0.2695,0.179,0.137
random2,10000,0.8165,0.1415,0.035,0.007
single_only,10500,0.744,0.1575,0.0665,0.032
max_combo,10500,0.4245,0.247,0.1755,0.153
random2,10500,0.837,0.1165,0.034,0.0125
single_only,11000,0.7765,0.123,0.0755,0.025
max_combo,11000,0.411,0.287,0.1615,0.1405
random2,11000,0.84,0.119,0.0285,0.0125
single_only,11500,0.7645,0.1555,0.0585,0.0215
max_combo,11500,0.4185,0.266,0.181,0.1345
random2,11500,0.8475,0.12,0.027,0.0055
single_only,12000,0.793,0.11,0.0645,0.0325
max_combo,12000,0.385,0.2895,0.183,0.1425
random2,12000,0.827,0.1255,0.037,0.0105
single_only,12500,0.79,0.1455,0.046,0.0185
max_combo,12500,0.3935,0.25,0.1955,0.161
random2,12500,0.8255,0.1315,0.034,0.009
single_only,13000,0.7465,0.182,0.0505,0.021
max_combo,13000,0.3945,0.3025,0.1635,0.1395
random2,13000,0.811,0.1485,0.027,0.0135
single_only,13500,0.7395,0.16,0.062,0.0385
max_combo,13500,0.4055,0.248,0.181,0.1655
random2,13500,0.818,0.137,0.031,0.014
single_only,14000,0.8025,0.111,0.056,0.0305
max_combo,14000,0.419,0.2475,0.1695,0.164
random2,14000,0.8225,0.134,0.03,0.0135
single_only,14500,0.8125,0.118,0.045,0.0245
max_combo,14500,0.414,0.2585,0.1635,0.164
random2,14500,0.8275,0.1285,0.0335,0.0105
single_only,15000,0.759,0.1435,0.0635,0.034
max_combo,15000,0.4185,0.245,0.167,0.1695
random2,15000,0.8225,0.124,0.036,0.0175
single_only,15500,0.778,0.132,0.0635,0.0265
max_combo,15500,0.396,0.264,0.164,0.176
random2,15500,0.82,0.146,0.028,0.006
single_only,16000,0.737,0.174,0.065,0.024
max_combo,16000,0.3835,0.2825,0.1735,0.1605
random2,16000,0.836,0.125,0.0315,0.0075
single_only,16500,0.7605,0.1535,0.06,0.026
max_combo,16500,0.418,0.243,0.1775,0.1615
random2,16500,0.822,0.1365,0.0275,0.014
single_only,17000,0.777,0.1355,0.0575,0.03
max_combo,17000,0.4075,0.2525,0.173,0.167
random2,17000,0.8105,0.1395,0.0355,0.0145
single_only,17500,0.7355,0.167,0.076,0.0215
max_combo,17500,0.409,0.2535,0.177,0.1605
random2,17500,0.8425,0.121,0.026,0.0105
single_only,18000,0.7225,0.18,0.0715,0.026
max_combo,18000,0.425,0.237,0.1655,0.1725
random2,18000,0.839,0.1255,0.026,0.0095
single_only,18500,0.7215,0.178,0.0745,0.026
max_combo,18500,0.44,0.2385,0.1745,0.147
random2,18500,0.859,0.107,0.0295,0.0045
single_only,19000,0.721,0.188,0.064,0.027
max_combo,19000,0.4125,0.231,0.1765,0.18
random2,19000,0.824,0.132,0.034,0.01
single_only,19500,0.72,0.167,0.0755,0.0375
max_combo,19500,0.388,0.252,0.1865,0.1735
random2,19500,0.832,0.133,0.0275,0.0075
single_only,20000,0.79,0.1295,0.0545,0.026
max_combo,20000,0.4295,0.2245,0.1785,0.1675
random2,20000,0.8395,0.1215,0.026,0.013
