opponent,episode,p0,p1,p2,p3
random2,7000,0.641,0.223,0.0915,0.0445
single_only,7500,0.834,0.112,0.0425,0.0115
max_combo,7500,0.2385,0.233,0.256,0.2725
random2,7500,0.669,0.2225,0.077,0.0315
single_only,8000,0.8885,0.0685,0.0325,0.0105
max_combo,8000,0.2385,0.2535,0.24,0.268
random2,8000,0.668,0.218,0.0865,0.0275
single_only,8500,0.843,0.107,0.038,0.012
max_combo,8500,0.2125,0.2345,0.272,0.281
random2,8500,0.6475,0.2165,0.0985,0.0375
single_only,9000,0.8495,0.093,0.0485,0.009
max_combo,9000,0.2165,0.237,0.265,0.2815
random2,9000,0.645,0.242,0.0815,0.0315
single_only,9500,0.8645,0.0935,0.026,0.016
max_combo,9500,0.2245,0.2475,0.2585,0.2695
random2,9500,0.6415,0.2185,0.101,0.039
single_only,10000,0.883,0.0775,0.0275,0.012
max_combo,10000,0.2295,0.235,0.265,0.2705
random2,10000,0.648,0.234,0.083,0.035
single_only,10500,0.891,0.0745,0.023,0.0115
max_combo,10500,0.2285,0.2425,0.2635,0.2655
random2,10500,0.6455,0.229,0.0865,0.039
single_only,11000,0.8865,0.0755,0.022,0.016
max_combo,11000,0.2175,0.224,0.2535,0.305
random2,11000,0.662,0.2245,0.078,0.0355
single_only,11500,0.8885,0.0755,0.027,0.009
max_combo,11500,0.2255,0.2285,0.265,0.281
random2,11500,0.65,0.233,0.0825,0.0345
single_only,12000,0.858,0.0915,0.0385,0.012
max_combo,12000,0.2355,0.237,0.2695,0.258
random2,12000,0.6465,0.2335,0.083,0.037
single_only,12500,0.857,0.093,0.0365,0.0135
max_combo,12500,0.2255,0.2185,0.251,0.305
random2,12500,0.6495,0.2245,0.091,0.035
single_only,13000,0.844,0.106,0.039,0.011
max_combo,13000,0.243,0.2385,0.2445,0.274
random2,13000,0.643,0.22,0.0985,0.0385
single_only,13500,0.866,0.0845,0.0345,0.015
max_combo,13500,0.2315,0.229,0.239,0.3005
random2,13500,0.6355,0.2335,0.0865,0.0445
single_only,14000,0.869,0.085,0.0325,0.0135
max_combo,14000,0.2185,0.228,0.2675,0.286
random2,14000,0.6555,0.2135,0.0815,0.0495
single_only,14500,0.8735,0.082,0.0355,0.009
max_combo,14500,0.2345,0.2295,0.244,0.292
random2,14500,0.6325,0.2295,0.0975,0.0405
single_only,15000,0.855,0.09,0.036,0.019
max_combo,15000,0.228,0.2325,0.266,0.2735
random2,15000,0.637,0.2365,0.0855,0.041
single_only,15500,0.8815,0.069,0.033,0.0165
max_combo,15500,0.222,0.2255,0.266,0.2865
random2,15500,0.632,0.2325,0.091,0.0445
single_only,16000,0.874,0.073,0.0365,0.0165
max_combo,16000,0.218,0.2315,0.2535,0.297
random2,16000,0.6255,0.229,0.096,0.0495
single_only,16500,0.892,0.0635,0.029,0.0155
max_combo,16500,0.24,0.218,0.2485,0.2935
random2,16500,0.6285,0.24,0.088,0.0435
single_only,17000,0.8985,0.0545,0.03,0.017
max_combo,17000,0.2115,0.231,0.256,0.3015
random2,17000,0.6025,0.22,0.111,0.0665
single_only,17500,0.8995,0.0495,0.032,0.019
max_combo,17500,0.2225,0.207,0.2415,0.329
random2,17500,0.5795,0.2365,0.1115,0.0725
single_only,18000,0.902,0.053,0.031,0.014
max_combo,18000,0.212,0.1995,0.2595,0.329
random2,18000,0.569,0.246,0.1255,0.0595
single_only,18500,0.9145,0.048,0.0235,0.014
max_combo,18500,0.2195,0.207,0.2505,0.323
random2,18500,0.603,0.2335,0.1035,0.06
single_only,19000,0.865,0.0865,0.035,0.0135
max_combo,19000,0.2395,0.2245,0.255,0.281
random2,19000,0.654,0.2115,0.0945,0.04
single_only,19500,0.861,0.08,0.0425,0.0165
max_combo,19500,0.246,0.2325,0.251,0.2705
random2,19500,0.6575,0.225,0.0835,0.034
single_only,20000,0.8465,0.0915,0.048,0.014
max_combo,20000,0.2445,0.232,0.2555,0.268
random2,20000,0.636,0.2445,0.0855,0.034
