opponent,episode,p0,p1,p2,p3
single_only,11000,0.6045,0.152,0.1705,0.073
max_combo,11000,0.375,0.225,0.2335,0.1665
random2,11000,0.4335,0.294,0.1855,0.087
v_table,11000,0.246,0.236,0.2185,0.2995
single_only,11500,0.5955,0.162,0.172,0.0705
max_combo,11500,0.3615,0.2455,0.2155,0.1775
random2,11500,0.404,0.3305,0.194,0.0715
v_table,11500,0.234,0.2355,0.23,0.3005
single_only,12000,0.6275,0.1495,0.1465,0.0765
max_combo,12000,0.3665,0.258,0.2145,0.161
random2,12000,0.4135,0.31,0.2005,0.076
v_table,12000,0.2365,0.26,0.223,0.2805
single_only,12500,0.61,0.1555,0.1575,0.077
max_combo,12500,0.4,0.236,0.203,0.161
random2,12500,0.4305,0.312,0.1815,0.076
v_table,12500,0.2355,0.2505,0.2305,0.2835
single_only,13000,0.6025,0.1465,0.1705,0.0805
max_combo,13000,0.3805,0.2495,0.2085,0.1615
random2,13000,0.4425,0.2955,0.1885,0.0735
v_table,13000,0.2395,0.2375,0.204,0.319
single_only,13500,0.5735,0.1605,0.1875,0.0785
max_combo,13500,0.3645,0.2525,0.213,0.17
random2,13500,0.439,0.2975,0.1925,0.071
v_table,13500,0.235,0.2415,0.2325,0.291
single_only,14000,0.613,0.152,0.162,0.073
max_combo,14000,0.3555,0.247,0.238,0.1595
random2,14000,0.4265,0.292,0.204,0.0775
v_table,14000,0.251,0.239,0.2335,0.2765
single_only,14500,0.592,0.16,0.1675,0.0805
max_combo,14500,0.359,0.267,0.233,0.141
random2,14500,0.426,0.3065,0.1945,0.073
v_table,14500,0.234,0.2475,0.2395,0.279
single_only,15000,0.599,0.159,0.1615,0.0805
max_combo,15000,0.3725,0.245,0.229,0.1535
random2,15000,0.414,0.3215,0.187,0.0775
v_table,15000,0.2265,0.2505,0.235,0.288
single_only,15500,0.5935,0.1595,0.169,0.078
max_combo,15500,0.3525,0.261,0.2145,0.172
random2,15500,0.4315,0.2945,0.188,0.086
v_table,15500,0.233,0.2305,0.238,0.2985
single_only,16000,0.5915,0.1495,0.1795,0.0795
max_combo,16000,0.3705,0.2425,0.2185,0.1685
random2,16000,0.446,0.289,0.181,0.084
v_table,16000,0.2715,0.2365,0.202,0.29
single_only,16500,0.589,0.153,0.176,0.082
max_combo,16500,0.348,0.278,0.22,0.154
random2,16500,0.418,0.324,0.188,0.07
v_table,16500,0.2335,0.231,0.2365,0.299
single_only,17000,0.577,0.159,0.1745,0.0895
max_combo,17000,0.347,0.286,0.22,0.147
random2,17000,0.388,0.332,0.2005,0.0795
v_table,17000,0.221,0.236,0.231,0.312
single_only,17500,0.5985,0.1535,0.1735,0.0745
max_combo,17500,0.38,0.2325,0.233,0.1545
random2,17500,0.4255,0.307,0.187,0.0805
v_table,17500,0.2665,0.2305,0.213,0.29
single_only,18000,0.623,0.1525,0.151,0.0735
max_combo,18000,0.3605,0.253,0.205,0.1815
random2,18000,0.429,0.3085,0.186,0.0765
v_table,18000,0.252,0.2315,0.232,0.2845
single_only,18500,0.5945,0.157,0.177,0.0715
max_combo,18500,0.388,0.2515,0.215,0.1455
random2,18500,0.4245,0.3085,0.185,0.082
v_table,18500,0.242,0.2405,0.2315,0.286
single_only,19000,0.628,0.152,0.1555,0.0645
max_combo,19000,0.3745,0.237,0.227,0.1615
random2,19000,0.4265,0.31,0.187,0.0765
v_table,19000,0.24,0.2165,0.2425,0.301
single_only,19500,0.589,0.142,0.181,0.088
max_combo,19500,0.3875,0.2405,0.218,0.154
random2,19500,0.433,0.297,0.19,0.08
v_table,19500,0.2715,0.214,0.226,0.2885
single_only,20000,0.6235,0.139,0.1585,0.079
max_combo,20000,0.376,0.2565,0.2035,0.164
random2,20000,0.445,0.2945,0.181,0.0795
v_table,20000,0.2595,0.2455,0.2195,0.2755
