opponent,episode,p0,p1,p2,p3
max_combo,84000,0.2955,0.2375,0.223,0.244
random2,84000,0.3675,0.256,0.2615,0.115
single_only,86000,0.4675,0.1395,0.218,0.175
max_combo,86000,0.3065,0.226,0.2285,0.239
random2,86000,0.35,0.265,0.2335,0.1515
single_only,88000,0.5235,0.127,0.205,0.1445
max_combo,88000,0.3095,0.2375,0.2175,0.2355
random2,88000,0.3915,0.2725,0.2135,0.1225
single_only,90000,0.4865,0.1585,0.204,0.151
max_combo,90000,0.3045,0.245,0.2335,0.217
random2,90000,0.3595,0.302,0.195,0.1435
single_only,92000,0.463,0.197,0.21,0.13
max_combo,92000,0.2585,0.2425,0.242,0.257
random2,92000,0.3185,0.3035,0.228,0.15
single_only,94000,0.5135,0.1685,0.2065,0.1115
max_combo,94000,0.3125,0.249,0.221,0.2175
random2,94000,0.3555,0.3045,0.216,0.124
single_only,96000,0.511,0.1565,0.2045,0.128
max_combo,96000,0.3105,0.2265,0.233,0.23
random2,96000,0.36,0.284,0.2325,0.1235
single_only,98000,0.54,0.151,0.201,0.108
max_combo,98000,0.336,0.234,0.225,0.205
random2,98000,0.398,0.2635,0.2215,0.117
single_only,100000,0.582,0.131,0.1725,0.1145
max_combo,100000,0.3355,0.2375,0.222,0.205
random2,100000,0.38,0.266,0.2145,0.1395
