opponent,episode,p0,p1,p2,p3
random2,16000,0.668,0.2055,0.09,0.0365
single_only,16500,0.8205,0.105,0.052,0.0225
max_combo,16500,0.2445,0.2205,0.2475,0.2875
random2,16500,0.6635,0.208,0.0955,0.033
single_only,17000,0.797,0.1115,0.071,0.0205
max_combo,17000,0.2245,0.236,0.255,0.2845
random2,17000,0.6515,0.2175,0.097,0.034
single_only,17500,0.808,0.0895,0.0765,0.026
max_combo,17500,0.238,0.2155,0.245,0.3015
random2,17500,0.643,0.2325,0.092,0.0325
single_only,18000,0.8185,0.1065,0.051,0.024
max_combo,18000,0.2335,0.245,0.249,0.2725
random2,18000,0.643,0.229,0.096,0.032
single_only,18500,0.807,0.116,0.0515,0.0255
max_combo,18500,0.239,0.237,0.248,0.276
random2,18500,0.6465,0.235,0.084,0.0345
single_only,19000,0.812,0.105,0.065,0.018
max_combo,19000,0.2365,0.2265,0.243,0.294
random2,19000,0.641,0.234,0.0945,0.0305
single_only,19500,0.838,0.0995,0.05,0.0125
max_combo,19500,0.25,0.2255,0.246,0.2785
random2,19500,0.649,0.234,0.0885,0.0285
single_only,20000,0.805,0.1075,0.065,0.0225
max_combo,20000,0.2385,0.252,0.247,0.2625
random2,20000,0.668,0.2105,0.0805,0.041
