opponent,episode,p0,p1,p2,p3
single_only,370000,0.779,0.158,0.0575,0.0055
max_combo,370000,0.4675,0.2825,0.1625,0.0875
random2,370000,0.782,0.1755,0.0355,0.007
single_only,380000,0.8065,0.1555,0.0335,0.0045
max_combo,380000,0.4395,0.3245,0.1535,0.0825
random2,380000,0.7945,0.1695,0.0305,0.0055
single_only,390000,0.719,0.179,0.0895,0.0125
max_combo,390000,0.446,0.295,0.174,0.085
random2,390000,0.762,0.1705,0.0585,0.009
single_only,400000,0.574,0.2885,0.1245,0.013
max_combo,400000,0.414,0.3265,0.177,0.0825
random2,400000,0.735,0.204,0.051,0.01
single_only,410000,0.789,0.122,0.073,0.016
max_combo,410000,0.449,0.289,0.177,0.085
random2,410000,0.7525,0.1875,0.049,0.011
single_only,420000,0.803,0.125,0.06,0.012
max_combo,420000,0.4615,0.285,0.175,0.0785
random2,420000,0.789,0.168,0.0305,0.0125
single_only,430000,0.71,0.198,0.0805,0.0115
max_combo,430000,0.421,0.3165,0.1815,0.081
random2,430000,0.767,0.185,0.044,0.004
single_only,440000,0.743,0.174,0.0725,0.0105
max_combo,440000,0.444,0.315,0.159,0.082
random2,440000,0.763,0.1835,0.0465,0.007
single_only,450000,0.672,0.2485,0.07,0.0095
max_combo,450000,0.445,0.305,0.169,0.081
random2,450000,0.7675,0.191,0.0355,0.006
single_only,460000,0.736,0.156,0.093,0.015
max_combo,460000,0.425,0.308,0.178,0.089
random2,460000,0.7575,0.1935,0.041,0.008
single_only,470000,0.8205,0.121,0.053,0.0055
max_combo,470000,0.4785,0.2905,0.1645,0.0665
random2,470000,0.806,0.157,0.0305,0.0065
single_only,480000,0.8095,0.122,0.056,0.0125
max_combo,480000,0.4825,0.282,0.1505,0.085
random2,480000,0.8045,0.152,0.036,0.0075
single_only,490000,0.7535,0.1925,0.0455,0.0085
max_combo,490000,0.463,0.317,0.157,0.063
random2,490000,0.763,0.201,0.03,0.006
single_only,500000,0.801,0.1375,0.0535,0.008
max_combo,500000,0.4505,0.305,0.1615,0.083
random2,500000,0.7995,0.1595,0.0365,0.0045
