opponent,episode,p0,p1,p2,p3
random2,450000,0.817,0.1405,0.0315,0.011
single_only,460000,0.7905,0.147,0.0585,0.004
max_combo,460000,0.5585,0.2965,0.112,0.033
random2,460000,0.797,0.1705,0.029,0.0035
single_only,470000,0.82,0.116,0.0555,0.0085
max_combo,470000,0.5865,0.257,0.1195,0.037
random2,470000,0.813,0.1535,0.0265,0.007
single_only,480000,0.8125,0.1275,0.0535,0.0065
max_combo,480000,0.5605,0.2905,0.116,0.033
random2,480000,0.7945,0.1605,0.0365,0.0085
single_only,490000,0.7915,0.1405,0.0625,0.0055
max_combo,490000,0.5845,0.2645,0.1105,0.0405
random2,490000,0.7875,0.169,0.039,0.0045
single_only,500000,0.8145,0.1345,0.045,0.006
max_combo,500000,0.567,0.263,0.1255,0.0445
random2,500000,0.8125,0.15,0.032,0.0055
