opponent,episode,p0,p1,p2,p3
random2,560000,0.3554,0.2682,0.213,0.1634
v_table,560000,0.2148,0.2322,0.227,0.326
single_only,580000,0.5042,0.1568,0.2174,0.1216
max_combo,580000,0.3084,0.2274,0.2394,0.2248
random2,580000,0.3646,0.2752,0.2306,0.1296
v_table,580000,0.199,0.242,0.2536,0.3054
single_only,600000,0.459,0.1764,0.2256,0.139
max_combo,600000,0.2768,0.2552,0.2516,0.2164
random2,600000,0.3254,0.296,0.2378,0.1408
v_table,600000,0.1906,0.2436,0.2578,0.308
single_only,620000,0.5108,0.1466,0.2074,0.1352
max_combo,620000,0.2962,0.2296,0.2498,0.2244
random2,620000,0.3416,0.2828,0.2416,0.134
v_table,620000,0.1962,0.2394,0.2458,0.3186
single_only,640000,0.5466,0.154,0.188,0.1114
max_combo,640000,0.3222,0.2504,0.227,0.2004
random2,640000,0.3836,0.2892,0.2064,0.1208
v_table,640000,0.217,0.2426,0.2542,0.2862
single_only,660000,0.5028,0.158,0.2022,0.137
max_combo,660000,0.3126,0.2332,0.2424,0.2118
random2,660000,0.3428,0.2898,0.2324,0.135
v_table,660000,0.2018,0.2394,0.2452,0.3136
single_only,680000,0.5454,0.14,0.1818,0.1328
max_combo,680000,0.328,0.2326,0.2268,0.2126
random2,680000,0.3626,0.2846,0.2256,0.1272
v_table,680000,0.228,0.2352,0.2376,0.2992
single_only,700000,0.5622,0.1322,0.1746,0.131
max_combo,700000,0.326,0.2266,0.228,0.2194
random2,700000,0.3606,0.2652,0.225,0.1492
v_table,700000,0.2018,0.2322,0.2354,0.3306
single_only,720000,0.5084,0.1508,0.2078,0.133
max_combo,720000,0.315,0.2304,0.2344,0.2202
random2,720000,0.3376,0.2864,0.2356,0.1404
v_table,720000,0.2162,0.2296,0.243,0.3112
single_only,740000,0.5202,0.1448,0.1936,0.1414
max_combo,740000,0.3146,0.2388,0.2372,0.2094
random2,740000,0.3576,0.2798,0.2332,0.1294
v_table,740000,0.2096,0.2366,0.2482,0.3056
single_only,760000,0.5198,0.1388,0.1978,0.1436
max_combo,760000,0.2998,0.222,0.2228,0.2554
random2,760000,0.3518,0.2684,0.226,0.1538
v_table,760000,0.2168,0.241,0.2212,0.321
single_only,780000,0.516,0.1614,0.2046,0.118
max_combo,780000,0.3066,0.243,0.2362,0.2142
random2,780000,0.3416,0.2796,0.2454,0.1334
v_table,780000,0.207,0.2388,0.24,0.3142
single_only,800000,0.5344,0.1508,0.199,0.1158
max_combo,800000,0.3172,0.2392,0.2468,0.1968
random2,800000,0.3798,0.2726,0.2292,0.1184
v_table,800000,0.2256,0.2282,0.2564,0.2898
single_only,820000,0.5234,0.1292,0.2,0.1474
max_combo,820000,0.3212,0.2214,0.2364,0.221
random2,820000,0.3594,0.2648,0.226,0.1498
v_table,820000,0.2378,0.23,0.2336,0.2986
single_only,840000,0.565,0.132,0.1812,0.1218
max_combo,840000,0.337,0.233,0.218,0.212
random2,840000,0.3814,0.2606,0.2228,0.1352
v_table,840000,0.229,0.241,0.2382,0.2918
single_only,860000,0.506,0.1584,0.2048,0.1308
max_combo,860000,0.2936,0.2238,0.2558,0.2268
random2,860000,0.3438,0.2902,0.2408,0.1252
v_table,860000,0.2018,0.2462,0.2554,0.2966
single_only,880000,0.4802,0.174,0.1956,0.1502
max_combo,880000,0.316,0.2344,0.2298,0.2198
random2,880000,0.3548,0.2876,0.2212,0.1364
v_table,880000,0.2238,0.2456,0.232,0.2986
single_only,900000,0.5084,0.1478,0.1922,0.1516
max_combo,900000,0.3188,0.2286,0.2286,0.224
random2,900000,0.3526,0.2764,0.2092,0.1618
v_table,900000,0.203,0.2546,0.228,0.3144
single_only,920000,0.5288,0.1532,0.1858,0.1322
max_combo,920000,0.3028,0.238,0.2394,0.2198
random2,920000,0.3556,0.2802,0.2188,0.1454
v_table,920000,0.2224,0.2322,0.243,0.3024
single_only,940000,0.5136,0.1552,0.1984,0.1328
max_combo,940000,0.3146,0.2288,0.2406,0.216
random2,940000,0.344,0.2798,0.2334,0.1428
v_table,940000,0.216,0.2294,0.2496,0.305
single_only,960000,0.488,0.159,0.2108,0.1422
max_combo,960000,0.2898,0.2236,0.2516,0.235
random2,960000,0.3412,0.2678,0.2336,0.1574
v_table,960000,0.2098,0.2372,0.238,0.315
single_only,980000,0.511,0.1558,0.1984,0.1348
max_combo,980000,0.296,0.2222,0.2476,0.2342
random2,980000,0.333,0.286,0.2394,0.1416
v_table,980000,0.1976,0.2376,0.2594,0.3054
single_only,1000000,0.5296,0.1436,0.1986,0.1282
max_combo,1000000,0.2996,0.222,0.2484,0.23
random2,1000000,0.3564,0.258,0.241,0.1446
v_table,1000000,0.2206,0.2296,0.251,0.2988
